ID	collection_date	longitude	latitude
H-79	2024-05-20	-10.6864536871557	8.09390021347021
H-80	2024-05-23	-12.4111803172513	8.91633098038833
H-81	2024-05-28	-9.66461896391849	7.78680355773202
H-82	2024-05-25	-10.5278403902327	7.66330252311786
H-83	2024-05-03	-8.8072575739591	7.85882970232391
H-84	2024-05-22	-10.1660832337235	7.7405132007183
H-85	2024-05-07	-8.890399911635	7.25247429896826
H-86	2024-05-23	-10.6864536871557	8.09390021347021
H-87	2024-05-23	-10.5193200102564	9.29041740399839
H-88	2024-05-28	-10.2912107626483	8.05282499690653
H-89	2024-05-22	-12.2905904485813	9.70949579600189
H-90	2024-05-15	-10.2115809364111	8.68558302273434
H-91	2024-05-31	-9.28657608195508	7.44463886614829
H-92	2024-05-26	-11.7361852415638	8.53407190050209
H-93	2024-05-08	-7.80181638776176	6.40203458666647
H-94	2024-05-22	-11.1064371241496	10.3376376457657
H-95	2024-05-10	-10.6864536871557	8.09390021347021
H-96	2024-05-29	-10.537798978346	6.86586655248234
H-97	2024-05-29	-10.1977096959443	7.93129146756663
H-98	2024-05-30	-10.1977096959443	7.93129146756663
H-99	2024-06-01	-9.72072363015937	14.3687309650235
H-100	2024-05-14	-12.0749356218669	8.61353013877311
H-101	2024-05-16	-9.92274770700143	6.0003353355217
H-102	2024-05-31	-7.99405026044491	6.34527397009817
H-103	2024-06-05	-12.4131395555347	11.2127341441688
H-104	2024-05-21	-10.5619201764708	8.23017429254072
H-105	2024-05-10	-9.92572900879135	7.68412933879536
H-106	2024-05-21	-11.9135536181391	7.36372838125846
H-107	2024-06-06	-7.99405026044491	6.34527397009817
H-108	2024-05-13	-10.9032055512681	9.57348036435661
H-109	2024-06-04	-10.1660832337235	7.7405132007183
H-110	2024-06-02	-10.9307488775387	6.8409741288996
H-111	2024-06-05	-10.2912107626483	8.05282499690653
H-112	2024-06-02	-9.64704120263094	11.1516842837486
H-113	2024-05-27	-12.2905904485813	9.70949579600189
H-114	2024-05-27	-10.2005152017478	8.23589710957688
H-115	2024-06-06	-10.5943118992626	8.30286740132867
H-116	2024-05-19	-10.8746077271604	9.51809573207284
H-117	2024-06-06	-8.93642502689563	8.62634247333096
H-118	2024-05-29	-10.9032055512681	9.57348036435661
H-119	2024-06-04	-12.4111803172513	8.91633098038833
H-120	2024-06-06	-12.4111803172513	8.91633098038833
H-121	2024-06-08	-11.6029916207745	8.10171563071818
H-122	2024-06-02	-11.313163892212	11.346384603003
H-123	2024-06-05	-10.5193200102564	9.29041740399839
H-124	2024-06-02	-11.1064371241496	10.3376376457657
H-125	2024-06-14	-12.2905904485813	9.70949579600189
H-126	2024-06-13	-10.6987176065844	13.3609754470802
H-127	2024-06-12	-9.38394920017656	7.56402369399607
H-128	2024-06-07	-10.2912107626483	8.05282499690653
H-129	2024-06-08	-11.1064371241496	10.3376376457657
H-130	2024-06-07	-10.5193200102564	9.29041740399839
H-131	2024-06-01	-9.81989315626681	7.8492654750836
H-132	2024-06-10	-9.14665448032072	6.2445470884665
H-133	2024-06-15	-10.9032055512681	9.57348036435661
H-134	2024-06-14	-12.4111803172513	8.91633098038833
H-135	2024-06-01	-7.80246787351946	8.0734330057602
H-136	2024-05-24	-12.4131395555347	11.2127341441688
H-137	2024-06-01	-10.9307488775387	6.8409741288996
H-138	2024-06-19	-10.5658516785125	8.70282252594435
H-139	2024-06-14	-7.99405026044491	6.34527397009817
H-140	2024-06-14	-12.2905904485813	9.70949579600189
H-141	2024-06-15	-11.313163892212	11.346384603003
H-142	2024-06-14	-11.2032223868005	11.7754906751088
H-143	2024-06-04	-10.2912107626483	8.05282499690653
H-144	2024-06-18	-10.2233128974568	7.68764832400418
H-145	2024-06-12	-10.2912107626483	8.05282499690653
H-146	2024-06-02	-6.09835271814396	11.8094027476932
H-147	2024-06-06	-10.2912107626483	8.05282499690653
H-148	2024-06-19	-9.87688735329637	7.78645031777682
H-149	2024-06-15	-9.72072363015937	14.3687309650235
H-150	2024-06-05	-9.5215026316017	14.3120218611787
H-151	2024-05-30	-8.28606781983185	6.37905259217969
H-152	2024-06-15	-10.1977096959443	7.93129146756663
H-153	2024-05-30	-7.90138517353049	5.8036251496232
H-154	2024-06-09	-11.9855195654567	9.9588377131627
H-155	2024-06-15	-10.2912107626483	8.05282499690653
H-156	2024-06-23	-9.13498194695237	11.3611359838291
H-157	2024-06-17	-9.14665448032072	6.2445470884665
H-158	2024-06-25	-11.1064371241496	10.3376376457657
H-159	2024-06-19	-12.2905904485813	9.70949579600189
H-160	2024-06-24	-12.7849080166993	10.090627933129
H-161	2024-06-05	-9.64704120263094	11.1516842837486
H-162	2024-06-25	-7.90404208133215	8.53982991479343
H-163	2024-06-21	-7.99405026044491	6.34527397009817
H-164	2024-06-26	-10.9307488775387	6.8409741288996
H-165	2024-06-26	-12.4111803172513	8.91633098038833
H-166	2024-06-08	-12.2905904485813	9.70949579600189
H-167	2024-06-22	-10.6987176065844	13.3609754470802
H-168	2024-06-26	-8.93642502689563	8.62634247333096
H-169	2024-06-22	-10.874843794789	8.33224649877763
H-170	2024-06-27	-11.0443351915666	12.06571567411
H-171	2024-06-22	-10.5749018492469	7.94765483819248
H-172	2024-06-05	-10.2233128974568	7.68764832400418
H-173	2024-06-23	-10.2912107626483	8.05282499690653
H-174	2024-06-26	-13.150918739836	11.899872787434
H-175	2024-06-28	-8.86668814269198	5.32695389882613
H-176	2024-06-29	-7.99405026044491	6.34527397009817
H-177	2024-06-28	-11.2010113623505	11.7371348503338
H-178	2024-06-28	-10.5943118992626	8.30286740132867
H-179	2024-06-27	-11.8219849142156	7.2407657050712
H-180	2024-06-28	-10.6016569380458	9.67013125365828
H-181	2024-06-24	-10.4413015481828	7.92498376948345
H-182	2024-06-11	-7.38493706877594	5.74316809906544
H-183	2024-06-25	-12.2905904485813	9.70949579600189
H-184	2024-06-19	-10.9032055512681	9.57348036435661
H-185	2024-06-15	-9.98549242029042	7.71686206815806
H-186	2024-06-28	-9.87688735329637	7.78645031777682
H-187	2024-07-02	-12.5741186656186	10.9897674834453
H-188	2024-07-01	-10.2330146278779	9.4896830896774
H-189	2024-06-29	-11.2499061878595	7.42582288697499
H-190	2024-06-30	-12.4111803172513	8.91633098038833
H-191	2024-07-05	-10.8661136908132	8.96498277422459
H-192	2024-06-29	-12.587171862432	10.2584577674297
H-193	2024-06-28	-12.2905904485813	9.70949579600189
H-194	2024-07-06	-8.66768830779484	8.30239434816958
H-195	2024-07-07	-7.38493706877594	5.74316809906544
H-196	2024-06-23	-10.0811167749953	8.15821774639419
H-197	2024-06-19	-8.75003407646398	8.17341378077156
H-198	2024-07-04	-11.2032223868005	11.7754906751088
H-199	2024-06-17	-10.2377465492581	7.52584535815938
H-200	2024-07-03	-10.6987176065844	13.3609754470802
H-201	2024-07-03	-11.0443351915666	12.06571567411
H-202	2024-07-09	-9.74666442103053	7.88369013920476
H-203	2024-07-07	-9.95002547127937	7.62592559616244
H-204	2024-06-25	-12.4111803172513	8.91633098038833
H-205	2024-06-27	-11.295128207471	13.5562194910097
H-206	2024-06-18	-9.56668615324397	8.02221404594855
H-207	2024-06-18	-11.4456341723783	10.4454443187132
H-208	2024-07-07	-10.2912107626483	8.05282499690653
H-209	2024-07-06	-11.0692019388276	13.749177817309
H-210	2024-06-25	-12.4111803172513	8.91633098038833
H-211	2024-06-19	-12.4111803172513	8.91633098038833
H-212	2024-07-05	-10.5943118992626	8.30286740132867
H-213	2024-07-12	-11.841350004484	11.2658912798513
H-214	2024-07-07	-7.85463636452188	6.01584059287053
H-215	2024-07-11	-13.150918739836	11.899872787434
H-216	2024-07-12	-7.68914063332223	8.65335203936269
H-217	2024-06-20	-12.1668208457504	9.56495006758547
H-218	2024-07-15	-12.4111803172513	8.91633098038833
H-219	2024-07-13	-11.0443351915666	12.06571567411
H-220	2024-07-14	-11.0985589481375	7.95732611683655
H-221	2024-07-15	-10.4623454947527	7.67913664549734
H-222	2024-07-15	-9.87688735329637	7.78645031777682
H-223	2024-07-07	-9.5442784666465	11.8853408550815
H-224	2024-07-16	-10.4918930823577	9.96294773289872
H-225	2024-07-17	-11.7977335045115	9.69432147354261
H-226	2024-07-17	-7.38183212595226	9.56646931429783
H-227	2024-07-01	-12.6470746701804	9.89889581045574
H-228	2024-07-19	-12.4111803172513	8.91633098038833
H-229	2024-07-02	-11.2032223868005	11.7754906751088
H-230	2024-07-19	-12.6529133483721	12.8780620918984
H-231	2024-06-27	-11.0692019388276	13.749177817309
H-232	2024-07-08	-10.5749018492469	7.94765483819248
H-233	2024-07-15	-11.1124518297489	9.85144355407326
H-234	2024-07-25	-12.2905904485813	9.70949579600189
H-235	2024-07-18	-11.0692019388276	13.749177817309
H-236	2024-07-13	-10.5943118992626	8.30286740132867
H-237	2024-07-20	-10.9307488775387	6.8409741288996
H-238	2024-07-20	-11.0443351915666	12.06571567411
H-239	2024-07-03	-5.63819787701896	6.0199524083941
H-240	2024-07-21	-7.06349634617209	7.15871469653152
H-241	2024-07-05	-7.68914063332223	8.65335203936269
H-242	2024-07-22	-11.2032223868005	11.7754906751088
H-243	2024-07-24	-8.95757095306915	13.2109587441234
H-244	2024-07-07	-7.45246436720403	10.0830075922686
H-245	2024-07-27	-9.74666442103053	7.88369013920476
H-246	2024-07-26	-11.841350004484	11.2658912798513
H-247	2024-07-26	-9.5442784666465	11.8853408550815
H-248	2024-07-11	-8.43710364899946	9.30683733072153
H-249	2024-07-14	-7.38183212595226	9.56646931429783
H-250	2024-07-26	-11.0443351915666	12.06571567411
H-251	2024-07-12	-9.87688735329637	7.78645031777682
H-252	2024-07-08	-11.841350004484	11.2658912798513
H-253	2024-07-17	-10.4918930823577	9.96294773289872
H-254	2024-07-29	-13.3806338496686	9.92756803538188
H-255	2024-07-12	-11.0443351915666	12.06571567411
H-256	2024-07-20	-7.29202010133019	7.52204183546891
H-257	2024-07-21	-10.4623454947527	7.67913664549734
H-258	2024-07-16	-5.45797426084649	6.10225996658805
H-259	2024-07-28	-10.5749018492469	7.94765483819248
H-260	2024-07-30	-6.5402271969979	7.04977191249589
H-261	2024-07-12	-10.2912107626483	8.05282499690653
H-262	2024-07-24	-10.4918930823577	9.96294773289872
H-263	2024-07-31	-9.62141502728865	10.4300641334074
H-264	2024-07-31	-7.68914063332223	8.65335203936269
H-265	2024-08-03	-7.06349634617209	7.15871469653152
H-266	2024-08-03	-12.857711413315	11.2044244568362
H-267	2024-08-05	-10.3635282590574	8.2898968639763
H-268	2024-08-01	-9.61045184480669	9.42741098466705
H-269	2024-07-18	-11.841350004484	11.2658912798513
H-270	2024-07-20	-13.4627162542099	12.7786514272342
H-271	2024-07-20	-11.3761091167758	12.1822061820374
H-272	2024-08-06	-7.68564881099246	8.52283392213819
H-273	2024-07-19	-10.5749018492469	7.94765483819248
H-274	2024-08-08	-10.8230135666846	9.77217748198431
H-275	2024-08-06	-12.4111803172513	8.91633098038833
H-276	2024-08-06	-11.0692019388276	13.749177817309
H-277	2024-08-06	-7.06349634617209	7.15871469653152
H-278	2024-08-05	-12.4111803172513	8.91633098038833
H-279	2024-07-29	-7.38183212595226	9.56646931429783
H-280	2024-08-06	-12.4111803172513	8.91633098038833
H-281	2024-08-10	-10.5943118992626	8.30286740132867
H-282	2024-08-06	-9.5442784666465	11.8853408550815
H-283	2024-08-10	-7.29202010133019	7.52204183546891
H-284	2024-08-03	-9.21652212167898	8.3346518530198
H-285	2024-08-11	-11.1124518297489	9.85144355407326
H-286	2024-07-26	-10.8392702449628	11.8878203943996
H-287	2024-08-09	-9.61045184480669	9.42741098466705
H-288	2024-08-13	-9.63605504877907	9.37110386847342
H-289	2024-08-08	-10.4623454947527	7.67913664549734
H-290	2024-08-13	-12.8815872777706	12.5729215735571
H-291	2024-08-10	-11.8895533230145	10.5958895345165
H-292	2024-08-14	-11.2885602243813	9.00168997725602
H-293	2024-08-15	-13.2152558513913	11.7984850694349
H-294	2024-08-06	-6.5402271969979	7.04977191249589
H-295	2024-08-18	-8.07100427460976	6.69568652156531
H-296	2024-07-30	-7.68914063332223	8.65335203936269
H-297	2024-08-14	-13.4627162542099	12.7786514272342
H-298	2024-08-05	-11.841350004484	11.2658912798513
H-299	2024-08-19	-9.61045184480669	9.42741098466705
H-300	2024-08-16	-8.09130856737153	12.6918885756797
H-301	2024-08-19	-9.41066531430902	9.56023856961861
H-302	2024-08-18	-9.61045184480669	9.42741098466705
H-303	2024-08-17	-9.5442784666465	11.8853408550815
H-304	2024-08-17	-11.0443351915666	12.06571567411
H-305	2024-07-31	-13.962094893373	10.2395951393495
H-306	2024-08-15	-9.74666442103053	7.88369013920476
H-307	2024-08-25	-10.5943118992626	8.30286740132867
H-308	2024-08-07	-9.62141502728865	10.4300641334074
H-309	2024-08-09	-7.06349634617209	7.15871469653152
H-310	2024-08-09	-10.7820684208568	8.43581134736874
H-311	2024-08-25	-10.2233256635057	9.22074638773226
H-312	2024-08-28	-10.8934451477697	8.46531909911558
H-313	2024-08-20	-10.4623454947527	7.67913664549734
H-314	2024-08-22	-13.4627162542099	12.7786514272342
H-315	2024-08-23	-12.4111803172513	8.91633098038833
H-316	2024-08-23	-6.5402271969979	7.04977191249589
H-317	2024-08-26	-12.2320190816204	8.94628908161512
H-318	2024-08-21	-7.49051941329655	10.4863469813869
H-319	2024-08-14	-14.5603713012493	13.7248725769303
H-320	2024-08-26	-6.5402271969979	7.04977191249589
H-321	2024-08-29	-7.70194509676051	7.81634678233187
H-322	2024-08-26	-12.6615659545506	11.5456428735278
H-323	2024-08-11	-12.9710783782894	8.63578933172291
H-324	2024-08-30	-11.1122395027816	7.68503532217494
H-325	2024-08-27	-9.61045184480669	9.42741098466705
H-326	2024-08-29	-11.3733779145676	8.7383795863705
H-327	2024-08-10	-9.61045184480669	9.42741098466705
H-328	2024-08-11	-11.0692019388276	13.749177817309
H-329	2024-08-31	-7.06349634617209	7.15871469653152
H-330	2024-08-10	-9.21652212167898	8.3346518530198
H-331	2024-08-17	-11.1124518297489	9.85144355407326
H-332	2024-09-03	-12.8815872777706	12.5729215735571
H-333	2024-08-29	-10.8230135666846	9.77217748198431
H-334	2024-08-29	-7.68564881099246	8.52283392213819
H-335	2024-09-04	-9.64853137032662	11.1825347633473
H-336	2024-09-01	-9.41066531430902	9.56023856961861
H-337	2024-08-29	-10.7820684208568	8.43581134736874
H-338	2024-08-20	-7.8920409260382	8.45494986274266
H-339	2024-09-02	-9.5442784666465	11.8853408550815
H-340	2024-08-31	-8.09130856737153	12.6918885756797
H-341	2024-09-03	-9.61045184480669	9.42741098466705
H-342	2024-08-29	-10.71285821692	8.44631773423691
H-343	2024-09-02	-12.4219150662651	9.40199919138876
H-344	2024-08-26	-12.4261351598533	12.4732160732053
H-345	2024-08-24	-12.5969692074344	12.1407536453493
H-346	2024-08-30	-9.61045184480669	9.42741098466705
H-347	2024-08-23	-12.2320190816204	8.94628908161512
H-348	2024-09-01	-13.2152558513913	11.7984850694349
H-349	2024-08-31	-9.61045184480669	9.42741098466705
H-350	2024-09-09	-9.54473292376412	7.13474316742901
H-351	2024-09-07	-7.57549747829899	7.91799128406279
H-352	2024-09-04	-10.4623454947527	7.67913664549734
H-353	2024-09-01	-9.61045184480669	9.42741098466705
H-354	2024-08-25	-12.8815872777706	12.5729215735571
H-355	2024-09-09	-11.2885602243813	9.00168997725602
H-356	2024-09-05	-10.0796106501972	8.23065990308471
H-357	2024-09-10	-10.8009325034004	11.5018476732116
H-358	2024-08-26	-12.5961816318127	12.5339078411908
H-359	2024-09-11	-10.7820684208568	8.43581134736874
H-360	2024-08-25	-11.5201597803088	11.497520053829
H-361	2024-09-07	-7.94310903111358	9.56904347439249
H-362	2024-09-13	-13.6404708373976	12.9538109888911
H-363	2024-09-10	-8.07100427460976	6.69568652156531
H-364	2024-09-10	-8.09130856737153	12.6918885756797
H-365	2024-08-25	-9.58622018464753	7.88221788048009
H-366	2024-09-10	-10.5943118992626	8.30286740132867
H-367	2024-09-16	-9.61045184480669	9.42741098466705
H-368	2024-09-13	-11.3733779145676	8.7383795863705
H-369	2024-09-10	-7.88351626805785	8.88889928146716
H-370	2024-09-14	-11.0583388846975	13.0670883515965
H-371	2024-09-14	-8.82911327259769	8.24342658674436
H-372	2024-08-30	-8.09130856737153	12.6918885756797
H-373	2024-09-13	-9.5272968179658	9.04742520300539
H-374	2024-09-11	-9.61045184480669	9.42741098466705
H-375	2024-09-10	-9.61045184480669	9.42741098466705
H-376	2024-08-27	-4.62685676588791	6.87342680717156
H-377	2024-09-13	-11.4478512954701	10.0531782459038
H-378	2024-09-11	-8.09130856737153	12.6918885756797
H-379	2024-09-04	-13.2152558513913	11.7984850694349
H-380	2024-09-17	-12.9347301814435	14.5383016179787
H-381	2024-09-13	-9.61045184480669	9.42741098466705
H-382	2024-09-15	-6.5402271969979	7.04977191249589
H-383	2024-09-13	-7.06349634617209	7.15871469653152
H-384	2024-09-15	-10.4623454947527	7.67913664549734
H-385	2024-09-15	-11.5633082993398	8.0231945916475
H-386	2024-09-07	-11.8962692980107	7.95890596163406
H-387	2024-09-14	-13.2152558513913	11.7984850694349
H-388	2024-09-20	-12.2173538134577	8.60184012932672
H-389	2024-09-22	-7.68564881099246	8.52283392213819
H-390	2024-09-14	-8.09130856737153	12.6918885756797
H-391	2024-09-21	-7.88351626805785	8.88889928146716
H-392	2024-09-10	-9.37471443680334	9.36479977265294
H-393	2024-09-21	-12.5969692074344	12.1407536453493
H-394	2024-09-08	-13.2152558513913	11.7984850694349
H-395	2024-09-20	-10.5783485328725	9.63053509269785
H-396	2024-09-02	-6.47014285248165	6.31542525290881
H-397	2024-09-13	-9.61045184480669	9.42741098466705
H-398	2024-09-25	-13.6295776802265	11.6653158268358
H-399	2024-09-19	-7.68564881099246	8.52283392213819
H-400	2024-09-13	-11.0840117297445	13.052729581334
H-401	2024-09-02	-11.2915829270726	11.0159175559106
H-402	2024-09-20	-7.07870728069888	5.99377349666403
H-403	2024-09-03	-11.3602628834658	9.27178540241383
H-404	2024-09-23	-9.64853137032662	11.1825347633473
H-405	2024-09-24	-8.09130856737153	12.6918885756797
H-406	2024-09-20	-9.54473292376412	7.13474316742901
H-407	2024-09-23	-7.06349634617209	7.15871469653152
H-408	2024-09-20	-7.32410851015336	7.98177358330968
H-409	2024-09-23	-9.61045184480669	9.42741098466705
H-410	2024-09-20	-9.61045184480669	9.42741098466705
H-411	2024-09-12	-12.5363029172598	9.29715333812509
H-412	2024-09-23	-10.8580212221301	9.61985830795737
H-413	2024-09-06	-9.52619068077173	9.84754269377679
H-414	2024-09-22	-13.2152558513913	11.7984850694349
H-415	2024-09-27	-8.6011739167106	10.2338517805979
H-416	2024-09-09	-7.73875150342979	12.9437607272518
H-417	2024-09-03	-6.5402271969979	7.04977191249589
H-418	2024-09-26	-8.09130856737153	12.6918885756797
H-419	2024-09-22	-8.36144248407544	12.1536444896644
H-420	2024-09-27	-9.61045184480669	9.42741098466705
H-421	2024-09-28	-10.7820684208568	8.43581134736874
H-422	2024-09-26	-9.17686540502373	8.27336391843356
H-423	2024-09-25	-7.13869644281275	7.30203316675924
H-424	2024-09-30	-11.7789788293063	8.55292883760771
H-425	2024-09-29	-10.2756577934998	10.8048448503968
H-426	2024-09-16	-7.57549747829899	7.91799128406279
H-427	2024-09-10	-9.97879498701083	11.3717070770001
H-428	2024-09-15	-10.7672758947013	8.19535188084733
H-429	2024-09-28	-11.556457646822	8.57852022092009
H-430	2024-09-27	-6.15472550647055	5.99166091012738
H-431	2024-10-04	-9.31993451794302	10.1113933420345
H-432	2024-09-28	-9.81277379449911	10.3073088567075
H-433	2024-09-29	-12.4511808223101	8.27696648854449
H-434	2024-10-01	-14.6016263690795	14.9653818440019
H-435	2024-09-18	-11.0583388846975	13.0670883515965
H-436	2024-09-27	-8.82911327259769	8.24342658674436
H-437	2024-09-15	-9.39528378508053	9.74472638451697
H-438	2024-10-02	-9.15459547892008	9.82999568190829
H-439	2024-09-29	-9.54473292376412	7.13474316742901
H-440	2024-10-01	-11.0583388846975	13.0670883515965
H-441	2024-09-09	-12.5628250698203	8.56686231002753
H-442	2024-09-28	-7.68564881099246	8.52283392213819
H-443	2024-09-17	-9.91919875588204	10.7185954626734
H-444	2024-09-26	-7.94310903111358	9.56904347439249
H-445	2024-09-24	-7.68564881099246	8.52283392213819
H-446	2024-10-09	-5.83204972124359	11.9887419524599
H-447	2024-10-05	-9.61045184480669	9.42741098466705
H-448	2024-10-08	-8.0710691771127	5.44176528942145
H-449	2024-10-08	-9.99043417859608	10.3774430008699
H-450	2024-09-19	-7.57549747829899	7.91799128406279
H-451	2024-09-25	-13.6404708373976	12.9538109888911
H-452	2024-09-25	-7.80176617117945	12.7913862849735
H-453	2024-10-01	-7.88351626805785	8.88889928146716
H-454	2024-10-08	-9.17558163649112	8.61531315590638
H-455	2024-09-19	-8.9367656717794	7.28574821501107
H-456	2024-09-27	-10.4254505345173	7.10972758229491
H-457	2024-10-07	-10.0597745219793	8.7619259700678
H-458	2024-10-04	-7.13869644281275	7.30203316675924
H-459	2024-10-07	-9.81277379449911	10.3073088567075
H-460	2024-10-04	-10.7820684208568	8.43581134736874
H-461	2024-09-21	-11.1509268014433	12.9306138193205
H-462	2024-09-22	-10.8580212221301	9.61985830795737
H-463	2024-10-08	-8.67297266717885	9.66233379516425
H-464	2024-10-06	-5.66054990399903	6.06041635502934
H-465	2024-10-10	-6.10424351265349	6.91010680542971
H-466	2024-10-05	-10.8780001611661	8.47714567671813
H-467	2024-10-03	-8.02706601754807	7.68064632032423
H-468	2024-10-07	-11.5633082993398	8.0231945916475
H-469	2024-10-04	-9.64853137032662	11.1825347633473
H-470	2024-10-10	-8.07913805873822	8.67604635887269
H-471	2024-10-08	-8.6011739167106	10.2338517805979
H-472	2024-09-29	-10.7820684208568	8.43581134736874
H-473	2024-10-11	-9.91919875588204	10.7185954626734
H-474	2024-10-10	-7.69417723843235	9.83739229226903
H-475	2024-10-12	-10.3502562676966	10.5532924953584
H-476	2024-10-11	-11.0583388846975	13.0670883515965
H-477	2024-10-12	-8.59026265708702	9.22076037979809
H-478	2024-10-13	-9.29834352227763	11.8886745028973
H-479	2024-09-23	-10.8580212221301	9.61985830795737
H-480	2024-10-16	-12.4511808223101	8.27696648854449
H-481	2024-10-14	-8.55290958035229	7.28345347401704
H-482	2024-10-17	-8.93163812898324	8.7865094016671
H-483	2024-09-24	-13.2152558513913	11.7984850694349
H-484	2024-09-25	-9.92317001928048	7.1098840029448
H-485	2024-10-15	-9.55566028174136	8.44419627326357
H-486	2024-10-05	-10.5783485328725	9.63053509269785
H-487	2024-10-08	-7.07870728069888	5.99377349666403
H-488	2024-10-18	-8.02706601754807	7.68064632032423
H-489	2024-09-29	-11.0356403180236	9.36817880715098
H-490	2024-10-17	-14.4247752469646	14.8178267763312
H-491	2024-10-17	-8.39470724445377	6.94083823219925
H-492	2024-10-22	-13.6722351998053	13.0969490298873
H-493	2024-10-18	-8.85236363096882	9.87243206738625
H-494	2024-10-11	-9.88937819240745	9.96234073824291
H-495	2024-10-02	-9.61045184480669	9.42741098466705
H-496	2024-10-19	-7.34378063171254	12.0606189431131
H-497	2024-10-16	-11.7789788293063	8.55292883760771
H-498	2024-10-03	-9.31993451794302	10.1113933420345
H-499	2024-10-18	-9.64853137032662	11.1825347633473
H-500	2024-10-20	-8.6011739167106	10.2338517805979
H-501	2024-10-05	-7.06349634617209	7.15871469653152
H-502	2024-10-17	-9.61045184480669	9.42741098466705
